z min,min distance,max distance,k strongest,topic_filtered,radar_frameid,dataset,input_points_topic,scan_registered_latest_topic,scan_registered_keyframe_topic,odom_latest_topic,odom_keyframe_topic,use raw pointcloud,submap keyframes,resolution r,resample factor f,min. sensor distance [m],min. sensor rot. [deg],use keyframe,use initial guess,radar reversed,disable registration,soft velocity constraint,compensate,cost type,todom_est_topic,gt_topic,est_output_dir,gt_output_dir,sequence,job nr,nr_frames,Filtered points avg,Filtered points dev [σ],Filtered points count,Surface points avg,Surface points dev [σ],Surface points count,Registration avg,Registration dev [σ],Registration count,Filtering avg,Filtering dev [σ],Filtering count,Trans.err. [%],Rot.err. [deg/100m],ATE [m],RPE [m],RPE-dev [m],RPE [deg],RPE-dev [deg],bias-x [m],bias-y [m],bias-theta [deg]
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1398/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1398/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1398, 8538, 21800.999883, 3114584.551874, 8540, 814.755035, 30076.401585, 8540, 61.884492, 345.122756, 8540, 31.117258, 41.674765, 8540,1.429,0.437,35.072,0.039,0.03,0.054,0.051,-0.017,-0.002,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1576/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1576/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1576, 8538, 15272.696604, 522105.594953, 8540, 314.965222, 6239.656987, 8540, 30.482669, 111.659438, 8540, 17.317424, 8.017140, 8540,1.271,0.387,8.631,0.062,0.054,0.061,0.061,-0.016,-0.001,0.0
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_960/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_960/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 960, 7466, 21689.169255, 3427638.762997, 7468, 539.289770, 16744.050206, 7468, 77.355699, 1244.726267, 7468, 38.538295, 137.679009, 7468,1.44,0.396,22.362,0.058,0.057,0.056,0.056,-0.021,-0.01,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_374/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_374/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 374, 8865, 7946.889929, 12732.604327, 8867, 232.935604, 3513.820709, 8867, 26.537467, 171.681349, 8867, 9.780596, 6.294882, 8867,1.307,0.39,16.851,0.063,0.054,0.064,0.064,-0.016,-0.009,0.001
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1159/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1159/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1159, 8281, 4794.731619, 3230.005842, 8283, 179.226367, 2490.068401, 8283, 20.801891, 128.754367, 8283, 6.668859, 3.729021, 8283,1.367,0.44,15.879,0.056,0.048,0.071,0.072,-0.017,0.001,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1160/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1160/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1160, 8281, 7968.239406, 10307.320567, 8283, 241.492334, 4525.394696, 8283, 27.976804, 218.168149, 8283, 9.363786, 6.517606, 8283,1.306,0.425,16.141,0.053,0.045,0.062,0.065,-0.017,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1373/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1373/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1373, 7509, 18630.096259, 1396037.115618, 7511, 381.868326, 9340.152413, 7511, 50.185275, 466.421547, 7511, 29.432543, 63.969643, 7511,1.323,0.386,17.477,0.065,0.05,0.059,0.058,-0.019,-0.01,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_119/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_119/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 119, 8617, 18454.842441, 1366825.195966, 8619, 377.743474, 10371.647966, 8619, 41.682314, 351.245907, 8619, 29.644579, 68.698585, 8619,1.269,0.361,11.545,0.063,0.056,0.057,0.056,-0.015,-0.008,-0.0
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_937/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_937/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 937, 7466, 4792.394483, 3467.467308, 7468, 244.208623, 2956.207414, 7468, 29.378971, 223.220075, 7468, 6.430676, 3.248633, 7468,1.644,0.437,33.422,0.057,0.056,0.069,0.064,-0.024,-0.01,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_887/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_887/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 887, 7466, 18564.120246, 1629612.771293, 7468, 521.069898, 14235.274172, 7468, 61.382491, 706.006165, 7468, 29.447550, 61.183379, 7468,1.5,0.413,24.966,0.057,0.056,0.057,0.056,-0.021,-0.01,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1199/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1199/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1199, 7509, 18630.096259, 1396037.115618, 7511, 723.402210, 21534.194638, 7511, 74.296078, 993.984549, 7511, 30.123557, 74.982646, 7511,1.514,0.469,47.441,0.049,0.037,0.055,0.053,-0.02,-0.01,0.003
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1102/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1102/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1102, 8281, 15161.659061, 617775.496944, 8283, 343.966437, 9407.392813, 8283, 38.305904, 309.066554, 8283, 21.115878, 28.170172, 8283,1.239,0.415,16.929,0.055,0.045,0.058,0.061,-0.015,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_143/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_143/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 143, 8617, 18454.842441, 1366825.195966, 8619, 702.072282, 20591.025637, 8619, 105.093314, 1899.229715, 8619, 29.706116, 62.418505, 8619,1.358,0.401,33.245,0.045,0.036,0.051,0.049,-0.019,-0.009,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_387/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_387/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 387, 8865, 11655.373407, 143019.132813, 8867, 260.668546, 4294.164978, 8867, 31.431986, 206.230690, 8867, 14.972467, 13.142914, 8867,1.314,0.385,16.751,0.066,0.054,0.063,0.063,-0.016,-0.009,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_376/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_376/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 376, 8865, 15163.013533, 613094.939255, 8867, 356.292094, 8116.438872, 8867, 45.302673, 450.606961, 8867, 21.719739, 27.214779, 8867,1.295,0.388,19.39,0.061,0.055,0.057,0.057,-0.016,-0.008,0.001
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_979/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_979/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 979, 7466, 4792.394483, 3467.467308, 7468, 156.276915, 1605.792895, 7468, 16.861027, 65.657347, 7468, 6.825940, 3.430415, 7468,1.602,0.431,24.35,0.076,0.064,0.083,0.083,-0.021,-0.01,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_117/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_117/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 117, 8617, 11649.830143, 129282.944579, 8619, 275.127393, 5216.253408, 8619, 27.396557, 168.016659, 8619, 14.027185, 14.490798, 8619,1.232,0.36,5.44,0.063,0.055,0.061,0.06,-0.015,-0.009,0.0
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1178/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1178/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1178, 8281, 7968.239406, 10307.320567, 8283, 199.372087, 3016.825936, 8283, 24.857687, 131.278610, 8283, 10.284865, 5.850309, 8283,1.252,0.415,12.687,0.062,0.051,0.068,0.071,-0.018,0.001,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_648/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_648/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 648, 7665, 21629.794183, 3412544.074243, 7667, 431.397548, 12935.521361, 7667, 38.380142, 297.108149, 7667, 37.831197, 118.143191, 7667,1.438,0.481,31.749,0.06,0.05,0.06,0.067,-0.013,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_709/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_709/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 709, 7665, 4788.990740, 4935.464503, 7667, 164.267901, 1868.218042, 7667, 14.815025, 52.684678, 7667, 6.595242, 3.280745, 7667,1.349,0.415,15.957,0.066,0.053,0.077,0.077,-0.017,0.001,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1038/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1038/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1038, 8281, 21466.886394, 3737288.480755, 8283, 443.324158, 16110.721555, 8283, 39.814890, 352.047109, 8283, 36.768319, 116.275038, 8283,1.246,0.427,18.813,0.055,0.049,0.056,0.061,-0.011,0.001,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_492/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_492/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 492, 7402, 21743.909103, 3256951.744709, 7404, 591.356834, 21979.563647, 7404, 71.715886, 1066.785019, 7404, 39.435367, 124.303106, 7404,1.39,0.417,24.82,0.054,0.044,0.055,0.056,-0.02,0.001,0.002
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1026/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1026/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1026, 8281, 21466.886394, 3737288.480755, 8283, 519.066160, 19951.963509, 8283, 49.331164, 549.132215, 8283, 37.876562, 126.662618, 8283,1.311,0.433,17.363,0.053,0.048,0.055,0.057,-0.014,0.001,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1473/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1473/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1473, 8538, 11719.574707, 106320.720063, 8540, 410.447424, 8379.564800, 8540, 47.703806, 510.944664, 8540, 14.833434, 15.916135, 8540,1.373,0.413,26.415,0.044,0.035,0.057,0.054,-0.018,-0.002,0.002
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_834/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_834/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 834, 7466, 21689.169255, 3427638.762997, 7468, 501.550884, 15173.110025, 7468, 47.268938, 422.907966, 7468, 38.131795, 113.088533, 7468,1.392,0.416,12.944,0.061,0.059,0.058,0.058,-0.014,-0.01,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_953/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_953/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 953, 7466, 18564.120246, 1629612.771293, 7468, 521.057713, 14225.036975, 7468, 75.693832, 1154.513734, 7468, 29.959514, 64.719166, 7468,1.517,0.407,24.967,0.057,0.056,0.056,0.055,-0.022,-0.01,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_526/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_526/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 526, 7402, 15260.011345, 556802.483664, 7404, 293.997164, 5829.689754, 7404, 31.026946, 196.246097, 7404, 21.054130, 32.687010, 7404,1.309,0.399,18.036,0.069,0.053,0.064,0.065,-0.018,0.001,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_208/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_208/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 208, 8865, 15163.013533, 613094.939255, 8867, 611.665276, 15321.129642, 8867, 58.490535, 633.580022, 8867, 22.070526, 29.321613, 8867,1.442,0.466,40.254,0.047,0.044,0.054,0.052,-0.016,-0.009,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1389/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1389/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1389, 8538, 11719.574707, 106320.720063, 8540, 561.251639, 13047.350612, 8540, 56.093594, 517.760530, 8540, 14.282744, 13.620464, 8540,1.373,0.424,39.276,0.04,0.032,0.057,0.053,-0.016,-0.002,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_987/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_987/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 987, 7466, 11698.081146, 130621.472794, 7468, 246.372255, 3583.462658, 7468, 32.016380, 197.231088, 7468, 15.006432, 15.140997, 7468,1.607,0.407,19.652,0.072,0.065,0.069,0.072,-0.021,-0.01,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_464/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_464/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 464, 7402, 7963.048487, 12851.905672, 7404, 417.705294, 6320.607908, 7404, 51.339755, 516.179748, 7404, 9.638217, 6.876057, 7404,1.558,0.481,64.172,0.048,0.04,0.061,0.058,-0.02,0.0,0.004
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_379/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_379/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 379, 8865, 4788.401150, 3539.279814, 8867, 164.131273, 1838.216217, 8867, 18.026534, 85.862364, 8867, 7.126687, 3.337203, 8867,1.35,0.394,10.929,0.068,0.056,0.076,0.074,-0.016,-0.008,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_58/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_58/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 58, 8617, 15149.043509, 527636.161815, 8619, 307.445991, 6874.389095, 8619, 26.598584, 150.512319, 8619, 21.180606, 28.046064, 8619,1.26,0.396,12.492,0.07,0.065,0.061,0.059,-0.012,-0.008,-0.0
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_33/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_33/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 33, 8617, 11649.830143, 129282.944579, 8619, 339.405732, 7281.622016, 8619, 28.383457, 187.502020, 8619, 14.165790, 14.147326, 8619,1.294,0.389,14.576,0.058,0.049,0.058,0.056,-0.014,-0.009,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_84/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_84/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 84, 8617, 21564.770043, 2854299.148651, 8619, 709.329853, 25349.275465, 8619, 88.199448, 1633.563109, 8619, 39.170181, 129.321517, 8619,1.526,0.395,21.065,0.049,0.056,0.051,0.052,-0.021,-0.009,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1361/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1361/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1361, 7509, 18630.096259, 1396037.115618, 7511, 446.887365, 12399.238811, 7511, 62.317204, 764.692173, 7511, 29.716172, 64.997095, 7511,1.325,0.389,24.078,0.061,0.048,0.057,0.055,-0.019,-0.01,0.002
